,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
6462,D,Ship,4,Moderate,2,Low Rating - Dissatisfied,265,Expensive,2,New,Low,Male,2,1-13(%),5649,Heavy,On Time
6463,E,Ship,3,Few,2,Low Rating - Dissatisfied,131,Cheap,5,Regular,Low,Female,8,1-13(%),5084,Heavy,On Time
6464,A,Ship,5,Moderate,4,High Rating - Satisfied,216,Standard,3,New,Medium,Female,2,1-13(%),5404,Heavy,Not On Time
6465,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,253,Expensive,4,Regular,Low,Female,1,1-13(%),5621,Heavy,On Time
6466,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,230,Standard,4,Regular,Medium,Male,4,1-13(%),5278,Heavy,Not On Time
6467,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,173,Standard,4,Regular,Medium,Female,1,1-13(%),4684,Medium,On Time
6468,D,Ship,3,Few,5,High Rating - Satisfied,206,Standard,2,New,Low,Female,4,1-13(%),4080,Medium,On Time
6469,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,189,Standard,5,Regular,Low,Male,7,1-13(%),4869,Medium,On Time
6470,A,Ship,3,Few,5,High Rating - Satisfied,270,Expensive,3,New,High,Male,1,1-13(%),4078,Medium,Not On Time
6471,B,Ship,4,Moderate,4,High Rating - Satisfied,266,Expensive,3,New,Low,Male,3,1-13(%),5531,Heavy,Not On Time
6472,C,Ship,3,Few,5,High Rating - Satisfied,270,Expensive,3,New,Medium,Male,7,1-13(%),5477,Heavy,Not On Time
6473,E,Ship,3,Few,4,High Rating - Satisfied,216,Standard,8,Loyal,Medium,Female,8,1-13(%),4616,Medium,On Time
6474,D,Ship,3,Few,1,Low Rating - Dissatisfied,147,Cheap,8,Loyal,Medium,Male,6,1-13(%),4575,Medium,On Time
6475,E,Ship,3,Few,2,Low Rating - Dissatisfied,270,Expensive,6,Regular,Medium,Female,10,1-13(%),4725,Medium,Not On Time
6476,A,Ship,3,Few,2,Low Rating - Dissatisfied,261,Expensive,8,Loyal,Low,Female,3,1-13(%),5171,Heavy,On Time
6477,B,Ship,3,Few,3,Low Rating - Dissatisfied,261,Expensive,8,Loyal,Medium,Male,3,1-13(%),4007,Medium,Not On Time
6478,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,177,Standard,6,Regular,Low,Female,3,1-13(%),4392,Medium,Not On Time
6479,E,Ship,4,Moderate,4,High Rating - Satisfied,142,Cheap,10,Loyal,High,Female,7,1-13(%),4624,Medium,On Time
6480,D,Ship,5,Moderate,4,High Rating - Satisfied,222,Standard,3,New,Medium,Female,10,1-13(%),4663,Medium,On Time
6481,E,Ship,4,Moderate,4,High Rating - Satisfied,186,Standard,7,Loyal,Medium,Male,9,1-13(%),5418,Heavy,On Time
6482,A,Ship,3,Few,2,Low Rating - Dissatisfied,177,Standard,3,New,Medium,Male,8,1-13(%),5006,Medium,Not On Time
6483,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,251,Standard,4,Regular,Low,Male,3,1-13(%),4433,Medium,On Time
6484,C,Ship,3,Few,5,High Rating - Satisfied,240,Standard,7,Loyal,Medium,Female,9,1-13(%),5525,Heavy,Not On Time
6485,E,Ship,3,Few,4,High Rating - Satisfied,260,Expensive,4,Regular,Medium,Male,10,1-13(%),5425,Heavy,On Time
6486,D,Ship,4,Moderate,2,Low Rating - Dissatisfied,206,Standard,7,Loyal,High,Male,3,1-13(%),4991,Medium,On Time
6487,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,242,Standard,2,New,Low,Male,3,1-13(%),4811,Medium,Not On Time
6488,A,Ship,3,Few,1,Low Rating - Dissatisfied,194,Standard,3,New,Low,Female,1,1-13(%),5566,Heavy,On Time
6489,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,232,Standard,3,New,Low,Female,10,1-13(%),1014,Light,Not On Time
6490,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,279,Expensive,4,Regular,Low,Female,10,1-13(%),1990,Medium,Not On Time
6491,E,Ship,6,Frequent,4,High Rating - Satisfied,251,Standard,4,Regular,Low,Female,10,1-13(%),1568,Light,Not On Time
6492,D,Ship,6,Frequent,1,Low Rating - Dissatisfied,300,Expensive,5,Regular,Low,Female,10,1-13(%),1787,Light,On Time
6493,E,Ship,7,Frequent,3,Low Rating - Dissatisfied,133,Cheap,5,Regular,Low,Female,4,1-13(%),1783,Light,Not On Time
6494,A,Ship,6,Frequent,1,Low Rating - Dissatisfied,283,Expensive,4,Regular,Low,Male,8,1-13(%),1404,Light,On Time
6495,B,Ship,7,Frequent,4,High Rating - Satisfied,296,Expensive,4,Regular,Low,Female,8,1-13(%),1717,Light,Not On Time
6496,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,261,Expensive,4,Regular,Medium,Male,8,1-13(%),1891,Medium,On Time
6497,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,286,Expensive,4,Regular,Low,Female,3,1-13(%),1959,Medium,On Time
6498,D,Ship,6,Frequent,1,Low Rating - Dissatisfied,298,Expensive,4,Regular,Low,Female,1,1-13(%),1735,Light,Not On Time
6499,E,Ship,6,Frequent,1,Low Rating - Dissatisfied,287,Expensive,4,Regular,Medium,Female,1,1-13(%),1581,Light,On Time
6500,A,Ship,6,Frequent,5,High Rating - Satisfied,251,Standard,4,Regular,Medium,Female,3,1-13(%),1660,Light,On Time
6501,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,231,Standard,5,Regular,Low,Female,4,1-13(%),1913,Medium,Not On Time
6502,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,249,Standard,5,Regular,Medium,Male,10,1-13(%),1561,Light,On Time
6503,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,244,Standard,5,Regular,Low,Male,10,1-13(%),1699,Light,On Time
6504,D,Ship,7,Frequent,1,Low Rating - Dissatisfied,264,Expensive,4,Regular,Medium,Female,9,1-13(%),1829,Light,Not On Time
6505,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,254,Expensive,5,Regular,Medium,Male,10,1-13(%),1020,Light,On Time
6506,A,Ship,4,Moderate,4,High Rating - Satisfied,264,Expensive,6,Regular,Low,Female,6,1-13(%),1758,Light,On Time
6507,B,Ship,6,Frequent,4,High Rating - Satisfied,309,Expensive,4,Regular,Low,Male,9,1-13(%),1771,Light,Not On Time
6508,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,298,Expensive,4,Regular,Low,Female,4,1-13(%),1853,Medium,On Time
6509,E,Ship,5,Moderate,5,High Rating - Satisfied,265,Expensive,5,Regular,Medium,Male,1,1-13(%),1568,Light,On Time
6510,D,Ship,6,Frequent,2,Low Rating - Dissatisfied,246,Standard,4,Regular,Medium,Male,7,1-13(%),1071,Light,On Time
6511,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,222,Standard,5,Regular,Low,Female,5,1-13(%),1329,Light,On Time
6512,A,Ship,7,Frequent,5,High Rating - Satisfied,250,Standard,4,Regular,Low,Male,1,1-13(%),1690,Light,Not On Time
6513,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,240,Standard,5,Regular,Medium,Male,7,1-13(%),1711,Light,Not On Time
6514,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,246,Standard,6,Regular,Low,Female,6,1-13(%),1335,Light,Not On Time
6515,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,293,Expensive,5,Regular,Medium,Female,4,1-13(%),1281,Light,On Time
6516,D,Ship,5,Moderate,5,High Rating - Satisfied,189,Standard,5,Regular,Low,Male,3,1-13(%),5254,Heavy,Not On Time
6517,E,Ship,3,Few,5,High Rating - Satisfied,270,Expensive,3,New,High,Female,7,1-13(%),4459,Medium,Not On Time
6518,A,Ship,4,Moderate,4,High Rating - Satisfied,266,Expensive,3,New,Low,Male,10,1-13(%),5221,Heavy,On Time
6519,B,Ship,3,Few,2,Low Rating - Dissatisfied,270,Expensive,3,New,Medium,Male,9,1-13(%),5873,Heavy,Not On Time
6520,C,Ship,3,Few,3,Low Rating - Dissatisfied,216,Standard,8,Loyal,Medium,Male,4,1-13(%),5329,Heavy,Not On Time
6521,E,Ship,3,Few,3,Low Rating - Dissatisfied,147,Cheap,8,Loyal,Medium,Female,7,1-13(%),5822,Heavy,On Time
6522,D,Ship,3,Few,5,High Rating - Satisfied,270,Expensive,6,Regular,Medium,Female,9,1-13(%),4195,Medium,On Time
6523,E,Ship,3,Few,3,Low Rating - Dissatisfied,261,Expensive,8,Loyal,Low,Male,10,1-13(%),4145,Medium,On Time
6524,A,Ship,3,Few,1,Low Rating - Dissatisfied,261,Expensive,8,Loyal,Medium,Female,9,1-13(%),5248,Heavy,Not On Time
6525,B,Ship,4,Moderate,4,High Rating - Satisfied,177,Standard,6,Regular,Low,Male,6,1-13(%),5451,Heavy,Not On Time
6526,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,142,Cheap,10,Loyal,High,Female,9,1-13(%),4280,Medium,Not On Time
6527,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,222,Standard,3,New,Medium,Female,10,1-13(%),4597,Medium,On Time
6528,D,Ship,4,Moderate,5,High Rating - Satisfied,186,Standard,7,Loyal,Medium,Female,1,1-13(%),4357,Medium,On Time
6529,E,Ship,3,Few,3,Low Rating - Dissatisfied,177,Standard,3,New,Medium,Male,10,1-13(%),5374,Heavy,Not On Time
6530,A,Ship,4,Moderate,4,High Rating - Satisfied,251,Standard,4,Regular,Low,Female,1,1-13(%),4252,Medium,On Time
6531,B,Ship,3,Few,3,Low Rating - Dissatisfied,240,Standard,7,Loyal,Medium,Male,3,1-13(%),4385,Medium,On Time
6532,C,Ship,3,Few,5,High Rating - Satisfied,260,Expensive,4,Regular,Medium,Female,8,1-13(%),4162,Medium,Not On Time
6533,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,206,Standard,7,Loyal,High,Male,7,1-13(%),5479,Heavy,Not On Time
6534,D,Ship,4,Moderate,5,High Rating - Satisfied,242,Standard,2,New,Low,Male,4,1-13(%),5341,Heavy,On Time
6535,E,Ship,3,Few,2,Low Rating - Dissatisfied,194,Standard,3,New,Low,Female,3,1-13(%),5779,Heavy,Not On Time
6536,A,Ship,5,Moderate,2,Low Rating - Dissatisfied,232,Standard,3,New,Low,Female,1,1-13(%),1187,Light,Not On Time
6537,B,Ship,6,Frequent,4,High Rating - Satisfied,279,Expensive,4,Regular,Low,Female,1,1-13(%),1246,Light,Not On Time
6538,C,Ship,6,Frequent,3,Low Rating - Dissatisfied,251,Standard,4,Regular,Low,Male,1,1-13(%),1230,Light,Not On Time
6539,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,300,Expensive,5,Regular,Low,Male,3,1-13(%),1696,Light,On Time
6540,D,Ship,7,Frequent,5,High Rating - Satisfied,133,Cheap,5,Regular,Low,Female,7,1-13(%),1239,Light,Not On Time
6541,E,Ship,6,Frequent,4,High Rating - Satisfied,283,Expensive,4,Regular,Low,Female,10,1-13(%),1512,Light,On Time
6542,A,Ship,7,Frequent,5,High Rating - Satisfied,296,Expensive,4,Regular,Low,Female,2,1-13(%),1823,Light,Not On Time
6543,B,Ship,6,Frequent,1,Low Rating - Dissatisfied,261,Expensive,4,Regular,Medium,Female,8,1-13(%),1524,Light,On Time
6544,C,Ship,6,Frequent,3,Low Rating - Dissatisfied,286,Expensive,4,Regular,Low,Male,5,1-13(%),1750,Light,Not On Time
6545,E,Ship,6,Frequent,5,High Rating - Satisfied,298,Expensive,4,Regular,Low,Male,3,1-13(%),1520,Light,On Time
6546,D,Ship,6,Frequent,3,Low Rating - Dissatisfied,287,Expensive,4,Regular,Medium,Female,8,1-13(%),1850,Medium,Not On Time
6547,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,251,Standard,4,Regular,Medium,Female,6,1-13(%),1864,Medium,On Time
6548,A,Ship,5,Moderate,4,High Rating - Satisfied,231,Standard,5,Regular,Low,Male,10,1-13(%),1247,Light,On Time
6549,B,Road,5,Moderate,1,Low Rating - Dissatisfied,249,Standard,5,Regular,Medium,Female,1,1-13(%),1654,Light,Not On Time
6550,C,Road,5,Moderate,5,High Rating - Satisfied,244,Standard,5,Regular,Low,Male,5,1-13(%),1787,Light,On Time
6551,E,Road,7,Frequent,3,Low Rating - Dissatisfied,264,Expensive,4,Regular,Medium,Male,3,1-13(%),1296,Light,On Time
6552,D,Road,5,Moderate,4,High Rating - Satisfied,254,Expensive,5,Regular,Medium,Male,7,1-13(%),1545,Light,On Time
6553,E,Road,4,Moderate,1,Low Rating - Dissatisfied,264,Expensive,6,Regular,Low,Male,7,1-13(%),1007,Light,On Time
6554,A,Road,6,Frequent,2,Low Rating - Dissatisfied,309,Expensive,4,Regular,Low,Female,6,1-13(%),1335,Light,On Time
6555,B,Road,5,Moderate,1,Low Rating - Dissatisfied,298,Expensive,4,Regular,Low,Male,4,1-13(%),1551,Light,On Time
6556,C,Road,5,Moderate,3,Low Rating - Dissatisfied,265,Expensive,5,Regular,Medium,Female,6,1-13(%),1929,Medium,On Time
6557,E,Road,6,Frequent,2,Low Rating - Dissatisfied,246,Standard,4,Regular,Medium,Female,7,1-13(%),1297,Light,Not On Time
6558,D,Road,5,Moderate,5,High Rating - Satisfied,222,Standard,5,Regular,Low,Female,4,1-13(%),1311,Light,On Time
6559,E,Road,7,Frequent,1,Low Rating - Dissatisfied,250,Standard,4,Regular,Low,Male,9,1-13(%),1890,Medium,Not On Time
6560,A,Road,6,Frequent,5,High Rating - Satisfied,269,Expensive,4,Regular,Low,Female,2,1-13(%),1243,Light,On Time
6561,B,Road,6,Frequent,2,Low Rating - Dissatisfied,161,Cheap,4,Regular,Low,Female,9,1-13(%),1377,Light,On Time
6562,C,Road,4,Moderate,3,Low Rating - Dissatisfied,256,Expensive,5,Regular,Low,Female,5,1-13(%),1533,Light,Not On Time
6563,E,Road,5,Moderate,1,Low Rating - Dissatisfied,303,Expensive,5,Regular,Medium,Female,4,1-13(%),1009,Light,On Time
6564,D,Road,5,Moderate,3,Low Rating - Dissatisfied,257,Expensive,5,Regular,Medium,Female,3,1-13(%),1953,Medium,On Time
6565,E,Road,5,Moderate,2,Low Rating - Dissatisfied,259,Expensive,5,Regular,Low,Female,3,1-13(%),1724,Light,Not On Time
6566,A,Road,4,Moderate,4,High Rating - Satisfied,249,Standard,6,Regular,Low,Female,1,1-13(%),1398,Light,Not On Time
6567,B,Road,6,Frequent,2,Low Rating - Dissatisfied,289,Expensive,4,Regular,High,Female,3,1-13(%),1116,Light,On Time
6568,C,Road,6,Frequent,2,Low Rating - Dissatisfied,308,Expensive,5,Regular,Medium,Female,6,1-13(%),1118,Light,On Time
6569,E,Road,6,Frequent,3,Low Rating - Dissatisfied,297,Expensive,4,Regular,Medium,Female,2,1-13(%),1520,Light,Not On Time
6570,D,Road,4,Moderate,2,Low Rating - Dissatisfied,255,Expensive,5,Regular,Low,Male,1,1-13(%),1353,Light,Not On Time
6571,E,Flight,6,Frequent,4,High Rating - Satisfied,266,Expensive,4,Regular,Low,Male,9,1-13(%),1253,Light,Not On Time
6572,A,Flight,7,Frequent,5,High Rating - Satisfied,302,Expensive,4,Regular,Low,Male,3,1-13(%),1597,Light,Not On Time
6573,B,Flight,4,Moderate,4,High Rating - Satisfied,223,Standard,5,Regular,Medium,Male,4,1-13(%),1344,Light,On Time
6574,C,Flight,6,Frequent,1,Low Rating - Dissatisfied,261,Expensive,4,Regular,Low,Female,6,1-13(%),1703,Light,Not On Time
6575,E,Flight,4,Moderate,1,Low Rating - Dissatisfied,273,Expensive,5,Regular,Low,Female,7,1-13(%),1922,Medium,On Time
6576,D,Flight,6,Frequent,5,High Rating - Satisfied,260,Expensive,4,Regular,Low,Female,2,1-13(%),1221,Light,On Time
6577,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,266,Expensive,5,Regular,Low,Female,9,1-13(%),1852,Medium,On Time
6578,A,Flight,2,Few,1,Low Rating - Dissatisfied,164,Cheap,5,Regular,Low,Female,8,1-13(%),1886,Medium,On Time
6579,B,Flight,5,Moderate,5,High Rating - Satisfied,240,Standard,6,Regular,Medium,Female,9,1-13(%),1117,Light,On Time
6580,C,Flight,6,Frequent,5,High Rating - Satisfied,305,Expensive,4,Regular,Medium,Male,10,1-13(%),1418,Light,Not On Time
6581,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,248,Standard,5,Regular,Low,Female,7,1-13(%),1475,Light,Not On Time
6582,D,Flight,7,Frequent,2,Low Rating - Dissatisfied,279,Expensive,4,Regular,Medium,Female,1,1-13(%),1480,Light,On Time
6583,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,244,Standard,6,Regular,Low,Female,7,1-13(%),1315,Light,On Time
6584,A,Flight,5,Moderate,1,Low Rating - Dissatisfied,267,Expensive,5,Regular,Low,Female,4,1-13(%),1097,Light,On Time
6585,B,Flight,7,Frequent,2,Low Rating - Dissatisfied,275,Expensive,4,Regular,Medium,Female,6,1-13(%),1513,Light,On Time
6586,C,Flight,6,Frequent,4,High Rating - Satisfied,299,Expensive,4,Regular,Medium,Male,9,1-13(%),1036,Light,Not On Time
6587,E,Flight,6,Frequent,1,Low Rating - Dissatisfied,254,Expensive,4,Regular,Medium,Female,3,1-13(%),1488,Light,Not On Time
6588,D,Flight,6,Frequent,1,Low Rating - Dissatisfied,273,Expensive,4,Regular,Medium,Female,6,1-13(%),1524,Light,On Time
6589,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,218,Standard,5,Regular,Low,Female,6,1-13(%),1278,Light,Not On Time
6590,A,Flight,5,Moderate,4,High Rating - Satisfied,267,Expensive,5,Regular,Medium,Female,10,1-13(%),1837,Light,Not On Time
6591,B,Flight,6,Frequent,2,Low Rating - Dissatisfied,259,Expensive,4,Regular,Medium,Male,6,1-13(%),1066,Light,Not On Time
6592,C,Flight,7,Frequent,4,High Rating - Satisfied,272,Expensive,4,Regular,Low,Male,3,1-13(%),1805,Light,On Time
6593,E,Ship,5,Moderate,4,High Rating - Satisfied,281,Expensive,4,Regular,Medium,Male,8,1-13(%),1220,Light,On Time
6594,D,Ship,6,Frequent,2,Low Rating - Dissatisfied,267,Expensive,4,Regular,Medium,Female,1,1-13(%),1935,Medium,On Time
6595,E,Ship,6,Frequent,4,High Rating - Satisfied,260,Expensive,4,Regular,Medium,Female,10,1-13(%),1927,Medium,On Time
6596,A,Ship,7,Frequent,2,Low Rating - Dissatisfied,261,Expensive,4,Regular,Medium,Male,9,1-13(%),1918,Medium,Not On Time
6597,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,219,Standard,2,New,Medium,Female,2,1-13(%),1752,Light,On Time
6598,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,264,Expensive,5,Regular,Medium,Male,3,1-13(%),1639,Light,On Time
6599,E,Ship,7,Frequent,3,Low Rating - Dissatisfied,310,Expensive,5,Regular,Low,Female,5,1-13(%),1563,Light,On Time
6600,D,Ship,6,Frequent,4,High Rating - Satisfied,297,Expensive,5,Regular,High,Male,6,1-13(%),1631,Light,On Time
6601,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,274,Expensive,5,Regular,Low,Male,5,1-13(%),1512,Light,On Time
6602,A,Ship,5,Moderate,5,High Rating - Satisfied,246,Standard,5,Regular,Medium,Male,6,1-13(%),1053,Light,On Time
6603,B,Ship,5,Moderate,3,Low Rating - Dissatisfied,221,Standard,6,Regular,Medium,Female,3,1-13(%),1960,Medium,Not On Time
6604,C,Ship,6,Frequent,3,Low Rating - Dissatisfied,295,Expensive,4,Regular,Low,Female,10,1-13(%),1495,Light,On Time
6605,E,Ship,7,Frequent,4,High Rating - Satisfied,259,Expensive,4,Regular,Low,Male,6,1-13(%),1697,Light,On Time
6606,D,Ship,4,Moderate,4,High Rating - Satisfied,138,Cheap,3,New,Medium,Female,7,1-13(%),1597,Light,Not On Time
6607,E,Ship,3,Few,5,High Rating - Satisfied,250,Standard,2,New,Low,Female,9,1-13(%),1205,Light,On Time
6608,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,236,Standard,6,Regular,Medium,Female,4,1-13(%),1705,Light,On Time
6609,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,267,Expensive,5,Regular,Medium,Male,10,1-13(%),1505,Light,On Time
6610,C,Ship,6,Frequent,4,High Rating - Satisfied,283,Expensive,4,Regular,Medium,Male,1,1-13(%),1384,Light,Not On Time
6611,E,Ship,7,Frequent,1,Low Rating - Dissatisfied,244,Standard,4,Regular,Low,Male,8,1-13(%),1817,Light,Not On Time
6612,D,Ship,5,Moderate,2,Low Rating - Dissatisfied,260,Expensive,5,Regular,Low,Male,9,1-13(%),1809,Light,Not On Time
6613,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,276,Expensive,5,Regular,Medium,Male,5,1-13(%),1358,Light,Not On Time
6614,A,Ship,7,Frequent,3,Low Rating - Dissatisfied,307,Expensive,4,Regular,Low,Male,4,1-13(%),1653,Light,On Time
6615,B,Ship,6,Frequent,5,High Rating - Satisfied,266,Expensive,4,Regular,Low,Male,8,1-13(%),1709,Light,On Time
6616,C,Ship,5,Moderate,2,Low Rating - Dissatisfied,237,Standard,5,Regular,Medium,Male,6,1-13(%),1084,Light,On Time
6617,E,Ship,4,Moderate,4,High Rating - Satisfied,251,Standard,6,Regular,Medium,Male,4,1-13(%),1869,Medium,On Time
6618,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,247,Standard,6,Regular,Low,Male,4,1-13(%),1349,Light,Not On Time
6619,E,Ship,3,Few,3,Low Rating - Dissatisfied,279,Expensive,4,Regular,Low,Male,3,1-13(%),4620,Medium,On Time
6620,A,Ship,5,Moderate,5,High Rating - Satisfied,230,Standard,3,New,Low,Female,10,1-13(%),5163,Heavy,On Time
6621,B,Ship,4,Moderate,5,High Rating - Satisfied,234,Standard,3,New,Low,Female,4,1-13(%),5100,Heavy,Not On Time
6622,C,Ship,6,Frequent,5,High Rating - Satisfied,152,Cheap,4,Regular,Medium,Female,8,1-13(%),5351,Heavy,On Time
6623,E,Ship,3,Few,4,High Rating - Satisfied,160,Cheap,4,Regular,Medium,Male,9,1-13(%),4733,Medium,Not On Time
6624,D,Ship,3,Few,2,Low Rating - Dissatisfied,263,Expensive,3,New,Low,Female,3,1-13(%),5303,Heavy,On Time
6625,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,164,Cheap,3,New,Low,Male,4,1-13(%),5910,Heavy,On Time
6626,A,Ship,3,Few,3,Low Rating - Dissatisfied,209,Standard,2,New,Medium,Male,1,1-13(%),5098,Heavy,Not On Time
6627,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,245,Standard,3,New,Low,Female,9,1-13(%),4694,Medium,On Time
6628,C,Ship,3,Few,4,High Rating - Satisfied,172,Standard,2,New,Low,Male,5,1-13(%),5919,Heavy,On Time
6629,E,Ship,2,Few,5,High Rating - Satisfied,180,Standard,6,Regular,Medium,Female,7,1-13(%),4907,Medium,Not On Time
6630,D,Ship,3,Few,3,Low Rating - Dissatisfied,145,Cheap,3,New,Medium,Female,8,1-13(%),4522,Medium,On Time
6631,E,Ship,3,Few,4,High Rating - Satisfied,248,Standard,3,New,Medium,Female,6,1-13(%),4932,Medium,On Time
6632,A,Ship,5,Moderate,4,High Rating - Satisfied,242,Standard,3,New,High,Female,4,1-13(%),4805,Medium,On Time
6633,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,237,Standard,3,New,Medium,Female,8,1-13(%),5045,Medium,Not On Time
6634,C,Ship,4,Moderate,4,High Rating - Satisfied,203,Standard,2,New,Low,Female,4,1-13(%),4793,Medium,On Time
6635,E,Ship,3,Few,4,High Rating - Satisfied,186,Standard,4,Regular,Low,Male,6,1-13(%),4403,Medium,On Time
6636,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,155,Cheap,5,Regular,Low,Female,1,1-13(%),5986,Heavy,On Time
6637,E,Ship,3,Few,4,High Rating - Satisfied,153,Cheap,4,Regular,Low,Male,5,1-13(%),5604,Heavy,Not On Time
6638,A,Ship,3,Few,2,Low Rating - Dissatisfied,199,Standard,2,New,Medium,Male,10,1-13(%),4659,Medium,On Time
6639,B,Ship,4,Moderate,5,High Rating - Satisfied,219,Standard,3,New,Medium,Male,8,1-13(%),4605,Medium,On Time
6640,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,156,Cheap,2,New,Low,Male,8,1-13(%),5488,Heavy,On Time
6641,E,Ship,5,Moderate,5,High Rating - Satisfied,135,Cheap,2,New,Low,Female,1,1-13(%),4324,Medium,Not On Time
6642,D,Ship,3,Few,4,High Rating - Satisfied,244,Standard,3,New,Medium,Male,2,1-13(%),5389,Heavy,On Time
6643,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,183,Standard,3,New,Low,Female,10,1-13(%),5023,Medium,On Time
6644,A,Ship,4,Moderate,3,Low Rating - Dissatisfied,258,Expensive,2,New,Low,Female,3,1-13(%),4555,Medium,On Time
6645,B,Ship,6,Frequent,2,Low Rating - Dissatisfied,168,Cheap,2,New,Low,Male,3,1-13(%),5853,Heavy,On Time
6646,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,161,Cheap,2,New,Medium,Female,10,1-13(%),4108,Medium,Not On Time
6647,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,246,Standard,2,New,Low,Male,2,1-13(%),4497,Medium,Not On Time
6648,D,Ship,3,Few,3,Low Rating - Dissatisfied,232,Standard,4,Regular,Medium,Male,3,1-13(%),5828,Heavy,On Time
6649,E,Ship,3,Few,3,Low Rating - Dissatisfied,155,Cheap,2,New,Medium,Female,5,1-13(%),5577,Heavy,On Time
6650,A,Ship,5,Moderate,5,High Rating - Satisfied,162,Cheap,2,New,Medium,Male,6,1-13(%),5868,Heavy,On Time
6651,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,123,Cheap,4,Regular,Medium,Male,6,1-13(%),4166,Medium,On Time
